StateFIPS,State,Year,Value,Data Comment,Number of CWS,,Concentration
41,Oregon,2002,0%,,1,,Concentration: (>5)
41,Oregon,2002,99%,,238,,Concentration: (not-detected)
41,Oregon,2003,0%,,1,,Concentration: (0-<=5)
41,Oregon,2003,0%,,1,,Concentration: (>5)
41,Oregon,2003,99%,,233,,Concentration: (not-detected)
41,Oregon,2004,1%,,3,,Concentration: (0-<=5)
41,Oregon,2004,0%,,1,,Concentration: (>5)
41,Oregon,2004,99%,,459,,Concentration: (not-detected)
41,Oregon,2005,2%,,6,,Concentration: (0-<=5)
41,Oregon,2005,0%,,1,,Concentration: (>5)
41,Oregon,2005,98%,,302,,Concentration: (not-detected)
41,Oregon,2006,3%,,8,,Concentration: (0-<=5)
41,Oregon,2006,0%,,1,,Concentration: (>5)
41,Oregon,2006,97%,,272,,Concentration: (not-detected)
41,Oregon,2007,2%,,7,,Concentration: (0-<=5)
41,Oregon,2007,0%,,0,,Concentration: (>5)
41,Oregon,2007,98%,,444,,Concentration: (not-detected)
41,Oregon,2008,2%,,6,,Concentration: (0-<=5)
41,Oregon,2008,0%,,0,,Concentration: (>5)
41,Oregon,2008,98%,,335,,Concentration: (not-detected)
41,Oregon,2009,3%,,8,,Concentration: (0-<=5)
41,Oregon,2009,0%,,0,,Concentration: (>5)
41,Oregon,2009,97%,,310,,Concentration: (not-detected)
41,Oregon,2010,2%,,9,,Concentration: (0-<=5)
41,Oregon,2010,0%,,0,,Concentration: (>5)
41,Oregon,2010,98%,,523,,Concentration: (not-detected)
41,Oregon,2011,2%,,7,,Concentration: (0-<=5)
41,Oregon,2011,0%,,0,,Concentration: (>5)
41,Oregon,2011,98%,,343,,Concentration: (not-detected)
41,Oregon,2012,2%,,7,,Concentration: (0-<=5)
41,Oregon,2012,0%,,0,,Concentration: (>5)
41,Oregon,2012,98%,,320,,Concentration: (not-detected)
41,Oregon,2013,1%,,6,,Concentration: (0-<=5)
41,Oregon,2013,0%,,0,,Concentration: (>5)
41,Oregon,2013,99%,,595,,Concentration: (not-detected)
41,Oregon,2014,3%,,9,,Concentration: (0-<=5)
41,Oregon,2014,0%,,0,,Concentration: (>5)
41,Oregon,2014,97%,,330,,Concentration: (not-detected)
41,Oregon,2015,2%,,7,,Concentration: (0-<=5)
41,Oregon,2015,0%,,0,,Concentration: (>5)
41,Oregon,2015,98%,,300,,Concentration: (not-detected)
41,Oregon,2016,1%,,6,,Concentration: (0-<=5)
41,Oregon,2016,0%,,1,,Concentration: (>5)
41,Oregon,2016,99%,,668,,Concentration: (not-detected)
41,Oregon,2017,3%,,8,,Concentration: (0-<=5)
41,Oregon,2017,0%,,0,,Concentration: (>5)
41,Oregon,2017,97%,,307,,Concentration: (not-detected)
41,Oregon,2018,2%,,5,,Concentration: (0-<=5)
41,Oregon,2018,0%,,0,,Concentration: (>5)
41,Oregon,2018,98%,,303,,Concentration: (not-detected)
41,Oregon,2019,1%,,7,,Concentration: (0-<=5)
41,Oregon,2019,0%,,0,,Concentration: (>5)
41,Oregon,2019,99%,,719,,Concentration: (not-detected)
41,Oregon,2020,2%,,7,,Concentration: (0-<=5)
41,Oregon,2020,0%,,0,,Concentration: (>5)
41,Oregon,2020,98%,,294,,Concentration: (not-detected)
41,Oregon,2021,2%,,7,,Concentration: (0-<=5)
41,Oregon,2021,0%,,0,,Concentration: (>5)
41,Oregon,2021,98%,,311,,Concentration: (not-detected)
41,Oregon,2022,1%,,5,,Concentration: (0-<=5)
41,Oregon,2022,0%,,0,,Concentration: (>5)
41,Oregon,2022,99%,,751,,Concentration: (not-detected)
41,Oregon,2023,2%,,5,,Concentration: (0-<=5)
41,Oregon,2023,0%,,0,,Concentration: (>5)
41,Oregon,2023,98%,,323,,Concentration: (not-detected)
42,Pennsylvania,1999,3%,,36,,Concentration: (0-<=5)
42,Pennsylvania,1999,0%,,3,,Concentration: (>5)
42,Pennsylvania,1999,97%,,"1,224",,Concentration: (not-detected)
42,Pennsylvania,2000,4%,,37,,Concentration: (0-<=5)
42,Pennsylvania,2000,0%,,3,,Concentration: (>5)
42,Pennsylvania,2000,96%,,865,,Concentration: (not-detected)
42,Pennsylvania,2001,5%,,37,,Concentration: (0-<=5)
42,Pennsylvania,2001,0%,,1,,Concentration: (>5)
42,Pennsylvania,2001,95%,,677,,Concentration: (not-detected)
42,Pennsylvania,2002,3%,,40,,Concentration: (0-<=5)
42,Pennsylvania,2002,0%,,1,,Concentration: (>5)
42,Pennsylvania,2002,97%,,"1,252",,Concentration: (not-detected)
42,Pennsylvania,2003,4%,,40,,Concentration: (0-<=5)
42,Pennsylvania,2003,0%,,1,,Concentration: (>5)
42,Pennsylvania,2003,96%,,931,,Concentration: (not-detected)
42,Pennsylvania,2004,5%,,41,,Concentration: (0-<=5)
42,Pennsylvania,2004,0%,,0,,Concentration: (>5)
42,Pennsylvania,2004,95%,,717,,Concentration: (not-detected)
42,Pennsylvania,2005,3%,,41,,Concentration: (0-<=5)
42,Pennsylvania,2005,0%,,0,,Concentration: (>5)
42,Pennsylvania,2005,97%,,"1,261",,Concentration: (not-detected)
42,Pennsylvania,2006,4%,,41,,Concentration: (0-<=5)
42,Pennsylvania,2006,0%,,0,,Concentration: (>5)
42,Pennsylvania,2006,96%,,948,,Concentration: (not-detected)
42,Pennsylvania,2007,5%,,43,,Concentration: (0-<=5)
42,Pennsylvania,2007,0%,,2,,Concentration: (>5)
42,Pennsylvania,2007,94%,,749,,Concentration: (not-detected)
42,Pennsylvania,2008,4%,,47,,Concentration: (0-<=5)
42,Pennsylvania,2008,0%,,0,,Concentration: (>5)
42,Pennsylvania,2008,96%,,"1,282",,Concentration: (not-detected)
42,Pennsylvania,2009,4%,,45,,Concentration: (0-<=5)
42,Pennsylvania,2009,0%,,1,,Concentration: (>5)
42,Pennsylvania,2009,95%,,962,,Concentration: (not-detected)
42,Pennsylvania,2010,5%,,41,,Concentration: (0-<=5)
42,Pennsylvania,2010,0%,,1,,Concentration: (>5)
42,Pennsylvania,2010,95%,,805,,Concentration: (not-detected)
42,Pennsylvania,2011,4%,,39,,Concentration: (0-<=5)
42,Pennsylvania,2011,0%,,1,,Concentration: (>5)
42,Pennsylvania,2011,96%,,987,,Concentration: (not-detected)
42,Pennsylvania,2012,3%,,36,,Concentration: (0-<=5)
42,Pennsylvania,2012,0%,,2,,Concentration: (>5)
42,Pennsylvania,2012,97%,,"1,077",,Concentration: (not-detected)
42,Pennsylvania,2013,3%,,32,,Concentration: (0-<=5)
42,Pennsylvania,2013,0%,,1,,Concentration: (>5)
42,Pennsylvania,2013,97%,,"1,117",,Concentration: (not-detected)
42,Pennsylvania,2014,3%,,34,,Concentration: (0-<=5)
42,Pennsylvania,2014,0%,,0,,Concentration: (>5)
42,Pennsylvania,2014,97%,,956,,Concentration: (not-detected)
42,Pennsylvania,2015,3%,,33,,Concentration: (0-<=5)
42,Pennsylvania,2015,0%,,0,,Concentration: (>5)
42,Pennsylvania,2015,97%,,"1,093",,Concentration: (not-detected)
42,Pennsylvania,2016,3%,,28,,Concentration: (0-<=5)
42,Pennsylvania,2016,0%,,0,,Concentration: (>5)
42,Pennsylvania,2016,98%,,"1,090",,Concentration: (not-detected)
42,Pennsylvania,2017,3%,,29,,Concentration: (0-<=5)
42,Pennsylvania,2017,0%,,1,,Concentration: (>5)
42,Pennsylvania,2017,97%,,946,,Concentration: (not-detected)
42,Pennsylvania,2018,3%,,29,,Concentration: (0-<=5)
42,Pennsylvania,2018,0%,,0,,Concentration: (>5)
42,Pennsylvania,2018,97%,,"1,076",,Concentration: (not-detected)
42,Pennsylvania,2019,3%,,32,,Concentration: (0-<=5)
42,Pennsylvania,2019,0%,,0,,Concentration: (>5)
42,Pennsylvania,2019,97%,,"1,100",,Concentration: (not-detected)
42,Pennsylvania,2020,3%,,28,,Concentration: (0-<=5)
42,Pennsylvania,2020,0%,,1,,Concentration: (>5)
42,Pennsylvania,2020,97%,,967,,Concentration: (not-detected)
42,Pennsylvania,2021,3%,,30,,Concentration: (0-<=5)
42,Pennsylvania,2021,0%,,0,,Concentration: (>5)
42,Pennsylvania,2021,97%,,"1,007",,Concentration: (not-detected)
42,Pennsylvania,2022,3%,,28,,Concentration: (0-<=5)
42,Pennsylvania,2022,0%,,1,,Concentration: (>5)
42,Pennsylvania,2022,97%,,"1,068",,Concentration: (not-detected)
42,Pennsylvania,2023,3%,,33,,Concentration: (0-<=5)
42,Pennsylvania,2023,0%,,2,,Concentration: (>5)
42,Pennsylvania,2023,97%,,965,,Concentration: (not-detected)
44,Rhode Island,1999,3%,,1,,Concentration: (0-<=5)
44,Rhode Island,1999,0%,,0,,Concentration: (>5)
44,Rhode Island,1999,97%,,33,,Concentration: (not-detected)
44,Rhode Island,2000,5%,,2,,Concentration: (0-<=5)
44,Rhode Island,2000,0%,,0,,Concentration: (>5)
44,Rhode Island,2000,95%,,36,,Concentration: (not-detected)
44,Rhode Island,2001,2%,,1,,Concentration: (0-<=5)
44,Rhode Island,2001,0%,,0,,Concentration: (>5)
44,Rhode Island,2001,98%,,47,,Concentration: (not-detected)
44,Rhode Island,2002,5%,,2,,Concentration: (0-<=5)
44,Rhode Island,2002,0%,,0,,Concentration: (>5)
44,Rhode Island,2002,95%,,41,,Concentration: (not-detected)
44,Rhode Island,2003,6%,,3,,Concentration: (0-<=5)
44,Rhode Island,2003,0%,,0,,Concentration: (>5)
44,Rhode Island,2003,94%,,46,,Concentration: (not-detected)
44,Rhode Island,2004,4%,,2,,Concentration: (0-<=5)
44,Rhode Island,2004,0%,,0,,Concentration: (>5)
44,Rhode Island,2004,96%,,47,,Concentration: (not-detected)
44,Rhode Island,2005,2%,,1,,Concentration: (0-<=5)
44,Rhode Island,2005,0%,,0,,Concentration: (>5)
44,Rhode Island,2005,98%,,43,,Concentration: (not-detected)
44,Rhode Island,2006,2%,,1,,Concentration: (0-<=5)
44,Rhode Island,2006,0%,,0,,Concentration: (>5)
44,Rhode Island,2006,98%,,52,,Concentration: (not-detected)
44,Rhode Island,2007,2%,,1,,Concentration: (0-<=5)
44,Rhode Island,2007,0%,,0,,Concentration: (>5)
44,Rhode Island,2007,98%,,53,,Concentration: (not-detected)
44,Rhode Island,2008,0%,,0,,Concentration: (0-<=5)
44,Rhode Island,2008,0%,,0,,Concentration: (>5)
44,Rhode Island,2008,100%,,48,,Concentration: (not-detected)
44,Rhode Island,2009,2%,,1,,Concentration: (0-<=5)
44,Rhode Island,2009,0%,,0,,Concentration: (>5)
44,Rhode Island,2009,98%,,51,,Concentration: (not-detected)
44,Rhode Island,2010,2%,,1,,Concentration: (0-<=5)
44,Rhode Island,2010,0%,,0,,Concentration: (>5)
44,Rhode Island,2010,98%,,51,,Concentration: (not-detected)
44,Rhode Island,2011,0%,,0,,Concentration: (0-<=5)
44,Rhode Island,2011,0%,,0,,Concentration: (>5)
44,Rhode Island,2011,100%,,47,,Concentration: (not-detected)
44,Rhode Island,2012,0%,,0,,Concentration: (0-<=5)
44,Rhode Island,2012,0%,,0,,Concentration: (>5)
44,Rhode Island,2012,100%,,53,,Concentration: (not-detected)
44,Rhode Island,2013,0%,,0,,Concentration: (0-<=5)
44,Rhode Island,2013,0%,,0,,Concentration: (>5)
44,Rhode Island,2013,100%,,48,,Concentration: (not-detected)
44,Rhode Island,2014,2%,,1,,Concentration: (0-<=5)
44,Rhode Island,2014,0%,,0,,Concentration: (>5)
44,Rhode Island,2014,98%,,46,,Concentration: (not-detected)
44,Rhode Island,2015,2%,,1,,Concentration: (0-<=5)
44,Rhode Island,2015,0%,,0,,Concentration: (>5)
44,Rhode Island,2015,98%,,50,,Concentration: (not-detected)
44,Rhode Island,2016,2%,,1,,Concentration: (0-<=5)
44,Rhode Island,2016,0%,,0,,Concentration: (>5)
44,Rhode Island,2016,98%,,49,,Concentration: (not-detected)
44,Rhode Island,2017,0%,,0,,Concentration: (0-<=5)
44,Rhode Island,2017,0%,,0,,Concentration: (>5)
44,Rhode Island,2017,100%,,46,,Concentration: (not-detected)
44,Rhode Island,2018,2%,,1,,Concentration: (0-<=5)
44,Rhode Island,2018,0%,,0,,Concentration: (>5)
44,Rhode Island,2018,98%,,51,,Concentration: (not-detected)
44,Rhode Island,2020,0%,,0,,Concentration: (0-<=5)
44,Rhode Island,2020,0%,,0,,Concentration: (>5)
44,Rhode Island,2020,100%,,45,,Concentration: (not-detected)
44,Rhode Island,2021,0%,,0,,Concentration: (0-<=5)
44,Rhode Island,2021,0%,,0,,Concentration: (>5)
44,Rhode Island,2021,100%,,54,,Concentration: (not-detected)
44,Rhode Island,2022,0%,,0,,Concentration: (0-<=5)
44,Rhode Island,2022,0%,,0,,Concentration: (>5)
44,Rhode Island,2022,100%,,53,,Concentration: (not-detected)
44,Rhode Island,2023,0%,,0,,Concentration: (0-<=5)
44,Rhode Island,2023,0%,,0,,Concentration: (>5)
44,Rhode Island,2023,100%,,47,,Concentration: (not-detected)
45,South Carolina,2005,0%,,0,,Concentration: (0-<=5)
45,South Carolina,2005,0%,,0,,Concentration: (>5)
45,South Carolina,2005,100%,,71,,Concentration: (not-detected)
45,South Carolina,2006,0%,,0,,Concentration: (0-<=5)
45,South Carolina,2006,0%,,0,,Concentration: (>5)
45,South Carolina,2006,100%,,65,,Concentration: (not-detected)
45,South Carolina,2007,0%,,0,,Concentration: (0-<=5)
45,South Carolina,2007,0%,,0,,Concentration: (>5)
45,South Carolina,2007,100%,,63,,Concentration: (not-detected)
45,South Carolina,2008,2%,,5,,Concentration: (0-<=5)
45,South Carolina,2008,0%,,1,,Concentration: (>5)
45,South Carolina,2008,97%,,203,,Concentration: (not-detected)
45,South Carolina,2009,3%,,5,,Concentration: (0-<=5)
45,South Carolina,2009,0%,,0,,Concentration: (>5)
45,South Carolina,2009,97%,,165,,Concentration: (not-detected)
45,South Carolina,2010,3%,,5,,Concentration: (0-<=5)
45,South Carolina,2010,1%,,1,,Concentration: (>5)
45,South Carolina,2010,96%,,162,,Concentration: (not-detected)
45,South Carolina,2011,4%,,5,,Concentration: (0-<=5)
45,South Carolina,2011,0%,,0,,Concentration: (>5)
45,South Carolina,2011,96%,,130,,Concentration: (not-detected)
45,South Carolina,2012,3%,,5,,Concentration: (0-<=5)
45,South Carolina,2012,1%,,1,,Concentration: (>5)
45,South Carolina,2012,96%,,144,,Concentration: (not-detected)
45,South Carolina,2013,4%,,5,,Concentration: (0-<=5)
45,South Carolina,2013,1%,,1,,Concentration: (>5)
45,South Carolina,2013,95%,,124,,Concentration: (not-detected)
45,South Carolina,2014,1%,,2,,Concentration: (0-<=5)
45,South Carolina,2014,0%,,0,,Concentration: (>5)
45,South Carolina,2014,99%,,176,,Concentration: (not-detected)
45,South Carolina,2015,1%,,2,,Concentration: (0-<=5)
45,South Carolina,2015,0%,,0,,Concentration: (>5)
45,South Carolina,2015,99%,,149,,Concentration: (not-detected)
45,South Carolina,2016,1%,,2,,Concentration: (0-<=5)
45,South Carolina,2016,0%,,0,,Concentration: (>5)
45,South Carolina,2016,99%,,143,,Concentration: (not-detected)
45,South Carolina,2017,2%,,2,,Concentration: (0-<=5)
45,South Carolina,2017,0%,,0,,Concentration: (>5)
45,South Carolina,2017,98%,,122,,Concentration: (not-detected)
45,South Carolina,2018,1%,,1,,Concentration: (0-<=5)
45,South Carolina,2018,0%,,0,,Concentration: (>5)
45,South Carolina,2018,99%,,120,,Concentration: (not-detected)
45,South Carolina,2019,1%,,1,,Concentration: (0-<=5)
45,South Carolina,2019,0%,,0,,Concentration: (>5)
45,South Carolina,2019,99%,,117,,Concentration: (not-detected)
45,South Carolina,2020,2%,,2,,Concentration: (0-<=5)
45,South Carolina,2020,0%,,0,,Concentration: (>5)
45,South Carolina,2020,98%,,120,,Concentration: (not-detected)
45,South Carolina,2021,2%,,2,,Concentration: (0-<=5)
45,South Carolina,2021,0%,,0,,Concentration: (>5)
45,South Carolina,2021,98%,,107,,Concentration: (not-detected)
45,South Carolina,2022,2%,,2,,Concentration: (0-<=5)
45,South Carolina,2022,0%,,0,,Concentration: (>5)
45,South Carolina,2022,98%,,122,,Concentration: (not-detected)
45,South Carolina,2023,3%,,3,,Concentration: (0-<=5)
45,South Carolina,2023,0%,,0,,Concentration: (>5)
45,South Carolina,2023,97%,,101,,Concentration: (not-detected)
47,Tennessee,2020,100%,,73,,Concentration: (0-<=5)
47,Tennessee,2020,0%,,0,,Concentration: (>5)
47,Tennessee,2020,0%,,0,,Concentration: (not-detected)
47,Tennessee,2021,100%,,173,,Concentration: (0-<=5)
47,Tennessee,2021,0%,,0,,Concentration: (>5)
47,Tennessee,2021,0%,,0,,Concentration: (not-detected)
47,Tennessee,2022,100%,,145,,Concentration: (0-<=5)
47,Tennessee,2022,0%,,0,,Concentration: (>5)
47,Tennessee,2022,0%,,0,,Concentration: (not-detected)
49,Utah,1999,0%,,0,,Concentration: (0-<=5)
49,Utah,1999,0%,,0,,Concentration: (>5)
49,Utah,1999,100%,,6,,Concentration: (not-detected)
49,Utah,2000,0%,,1,,Concentration: (0-<=5)
49,Utah,2000,0%,,0,,Concentration: (>5)
49,Utah,2000,100%,,212,,Concentration: (not-detected)
49,Utah,2001,0%,,1,,Concentration: (0-<=5)
49,Utah,2001,0%,,1,,Concentration: (>5)
49,Utah,2001,99%,,219,,Concentration: (not-detected)
49,Utah,2002,0%,,1,,Concentration: (0-<=5)
49,Utah,2002,1%,,3,,Concentration: (>5)
49,Utah,2002,98%,,248,,Concentration: (not-detected)
49,Utah,2003,1%,,2,,Concentration: (0-<=5)
49,Utah,2003,0%,,0,,Concentration: (>5)
49,Utah,2003,99%,,193,,Concentration: (not-detected)
49,Utah,2004,2%,,3,,Concentration: (0-<=5)
49,Utah,2004,0%,,0,,Concentration: (>5)
49,Utah,2004,98%,,139,,Concentration: (not-detected)
49,Utah,2005,1%,,2,,Concentration: (0-<=5)
49,Utah,2005,1%,,1,,Concentration: (>5)
49,Utah,2005,98%,,162,,Concentration: (not-detected)
49,Utah,2006,1%,,2,,Concentration: (0-<=5)
49,Utah,2006,0%,,0,,Concentration: (>5)
49,Utah,2006,99%,,161,,Concentration: (not-detected)
49,Utah,2007,1%,,2,,Concentration: (0-<=5)
49,Utah,2007,0%,,0,,Concentration: (>5)
49,Utah,2007,99%,,149,,Concentration: (not-detected)
49,Utah,2008,0%,,0,,Concentration: (0-<=5)
49,Utah,2008,0%,,0,,Concentration: (>5)
49,Utah,2008,100%,,157,,Concentration: (not-detected)
49,Utah,2009,1%,,2,,Concentration: (0-<=5)
49,Utah,2009,1%,,1,,Concentration: (>5)
49,Utah,2009,98%,,170,,Concentration: (not-detected)
49,Utah,2010,1%,,3,,Concentration: (0-<=5)
49,Utah,2010,0%,,0,,Concentration: (>5)
49,Utah,2010,99%,,211,,Concentration: (not-detected)
49,Utah,2011,1%,,2,,Concentration: (0-<=5)
49,Utah,2011,1%,,1,,Concentration: (>5)
49,Utah,2011,98%,,162,,Concentration: (not-detected)
49,Utah,2012,2%,,3,,Concentration: (0-<=5)
49,Utah,2012,0%,,0,,Concentration: (>5)
49,Utah,2012,98%,,157,,Concentration: (not-detected)
49,Utah,2013,1%,,3,,Concentration: (0-<=5)
49,Utah,2013,0%,,0,,Concentration: (>5)
49,Utah,2013,99%,,267,,Concentration: (not-detected)
49,Utah,2014,3%,,4,,Concentration: (0-<=5)
49,Utah,2014,0%,,0,,Concentration: (>5)
49,Utah,2014,97%,,143,,Concentration: (not-detected)
49,Utah,2015,1%,,2,,Concentration: (0-<=5)
49,Utah,2015,1%,,2,,Concentration: (>5)
49,Utah,2015,97%,,137,,Concentration: (not-detected)
49,Utah,2016,1%,,4,,Concentration: (0-<=5)
49,Utah,2016,0%,,1,,Concentration: (>5)
49,Utah,2016,98%,,287,,Concentration: (not-detected)
49,Utah,2017,2%,,3,,Concentration: (0-<=5)
49,Utah,2017,0%,,0,,Concentration: (>5)
49,Utah,2017,98%,,146,,Concentration: (not-detected)
49,Utah,2018,2%,,3,,Concentration: (0-<=5)
49,Utah,2018,0%,,0,,Concentration: (>5)
49,Utah,2018,98%,,155,,Concentration: (not-detected)
49,Utah,2019,1%,,4,,Concentration: (0-<=5)
49,Utah,2019,0%,,1,,Concentration: (>5)
49,Utah,2019,99%,,391,,Concentration: (not-detected)
49,Utah,2020,1%,,2,,Concentration: (0-<=5)
49,Utah,2020,1%,,1,,Concentration: (>5)
49,Utah,2020,98%,,144,,Concentration: (not-detected)
49,Utah,2021,1%,,2,,Concentration: (0-<=5)
49,Utah,2021,1%,,1,,Concentration: (>5)
49,Utah,2021,98%,,147,,Concentration: (not-detected)
49,Utah,2022,1%,,4,,Concentration: (0-<=5)
49,Utah,2022,0%,,1,,Concentration: (>5)
49,Utah,2022,98%,,293,,Concentration: (not-detected)
49,Utah,2023,1%,,2,,Concentration: (0-<=5)
49,Utah,2023,1%,,1,,Concentration: (>5)
49,Utah,2023,98%,,150,,Concentration: (not-detected)
50,Vermont,1999,1%,,5,,Concentration: (0-<=5)
50,Vermont,1999,0%,,0,,Concentration: (>5)
50,Vermont,1999,99%,,379,,Concentration: (not-detected)
50,Vermont,2000,1%,,3,,Concentration: (0-<=5)
50,Vermont,2000,0%,,1,,Concentration: (>5)
50,Vermont,2000,98%,,222,,Concentration: (not-detected)
50,Vermont,2001,2%,,3,,Concentration: (0-<=5)
50,Vermont,2001,0%,,0,,Concentration: (>5)
50,Vermont,2001,98%,,192,,Concentration: (not-detected)
50,Vermont,2002,1%,,4,,Concentration: (0-<=5)
50,Vermont,2002,0%,,0,,Concentration: (>5)
50,Vermont,2002,99%,,312,,Concentration: (not-detected)
50,Vermont,2003,1%,,2,,Concentration: (0-<=5)
50,Vermont,2003,1%,,1,,Concentration: (>5)
50,Vermont,2003,98%,,188,,Concentration: (not-detected)
50,Vermont,2004,2%,,3,,Concentration: (0-<=5)
50,Vermont,2004,0%,,0,,Concentration: (>5)
50,Vermont,2004,98%,,144,,Concentration: (not-detected)
50,Vermont,2005,2%,,5,,Concentration: (0-<=5)
50,Vermont,2005,0%,,0,,Concentration: (>5)
50,Vermont,2005,98%,,296,,Concentration: (not-detected)
50,Vermont,2006,1%,,2,,Concentration: (0-<=5)
50,Vermont,2006,0%,,0,,Concentration: (>5)
50,Vermont,2006,99%,,195,,Concentration: (not-detected)
50,Vermont,2007,4%,,7,,Concentration: (0-<=5)
50,Vermont,2007,0%,,0,,Concentration: (>5)
50,Vermont,2007,96%,,156,,Concentration: (not-detected)
50,Vermont,2008,2%,,5,,Concentration: (0-<=5)
50,Vermont,2008,0%,,0,,Concentration: (>5)
50,Vermont,2008,98%,,305,,Concentration: (not-detected)
50,Vermont,2009,1%,,1,,Concentration: (0-<=5)
50,Vermont,2009,0%,,0,,Concentration: (>5)
50,Vermont,2009,99%,,191,,Concentration: (not-detected)
50,Vermont,2010,1%,,2,,Concentration: (0-<=5)
50,Vermont,2010,0%,,0,,Concentration: (>5)
50,Vermont,2010,99%,,178,,Concentration: (not-detected)
50,Vermont,2011,1%,,2,,Concentration: (0-<=5)
50,Vermont,2011,0%,,0,,Concentration: (>5)
50,Vermont,2011,99%,,308,,Concentration: (not-detected)
50,Vermont,2012,0%,,0,,Concentration: (0-<=5)
50,Vermont,2012,0%,,0,,Concentration: (>5)
50,Vermont,2012,100%,,184,,Concentration: (not-detected)
50,Vermont,2013,0%,,0,,Concentration: (0-<=5)
50,Vermont,2013,0%,,0,,Concentration: (>5)
50,Vermont,2013,100%,,164,,Concentration: (not-detected)
50,Vermont,2014,0%,,1,,Concentration: (0-<=5)
50,Vermont,2014,0%,,0,,Concentration: (>5)
50,Vermont,2014,100%,,294,,Concentration: (not-detected)
50,Vermont,2015,0%,,0,,Concentration: (0-<=5)
50,Vermont,2015,0%,,0,,Concentration: (>5)
50,Vermont,2015,100%,,170,,Concentration: (not-detected)
50,Vermont,2016,1%,,1,,Concentration: (0-<=5)
50,Vermont,2016,0%,,0,,Concentration: (>5)
50,Vermont,2016,99%,,152,,Concentration: (not-detected)
50,Vermont,2017,0%,,1,,Concentration: (0-<=5)
50,Vermont,2017,0%,,0,,Concentration: (>5)
50,Vermont,2017,100%,,290,,Concentration: (not-detected)
50,Vermont,2018,0%,,0,,Concentration: (0-<=5)
50,Vermont,2018,0%,,0,,Concentration: (>5)
50,Vermont,2018,100%,,189,,Concentration: (not-detected)
50,Vermont,2019,0%,,0,,Concentration: (0-<=5)
50,Vermont,2019,0%,,0,,Concentration: (>5)
50,Vermont,2019,100%,,159,,Concentration: (not-detected)
50,Vermont,2020,0%,,0,,Concentration: (0-<=5)
50,Vermont,2020,0%,,0,,Concentration: (>5)
50,Vermont,2020,100%,,288,,Concentration: (not-detected)
50,Vermont,2021,2%,,3,,Concentration: (0-<=5)
50,Vermont,2021,0%,,0,,Concentration: (>5)
50,Vermont,2021,98%,,184,,Concentration: (not-detected)
50,Vermont,2022,0%,,0,,Concentration: (0-<=5)
50,Vermont,2022,0%,,0,,Concentration: (>5)
50,Vermont,2022,100%,,176,,Concentration: (not-detected)
50,Vermont,2023,0%,,0,,Concentration: (0-<=5)
50,Vermont,2023,0%,,0,,Concentration: (>5)
50,Vermont,2023,100%,,277,,Concentration: (not-detected)
51,Virginia,2021,0%,,1,,Concentration: (0-<=5)
51,Virginia,2021,0%,,0,,Concentration: (>5)
51,Virginia,2021,100%,,467,,Concentration: (not-detected)
51,Virginia,2022,1%,,3,,Concentration: (0-<=5)
51,Virginia,2022,0%,,0,,Concentration: (>5)
51,Virginia,2022,99%,,475,,Concentration: (not-detected)
51,Virginia,2023,0%,,2,,Concentration: (0-<=5)
51,Virginia,2023,0%,,0,,Concentration: (>5)
51,Virginia,2023,100%,,555,,Concentration: (not-detected)
53,Washington,1999,0%,,0,,Concentration: (0-<=5)
53,Washington,1999,0%,,0,,Concentration: (>5)
53,Washington,1999,100%,,29,,Concentration: (not-detected)
53,Washington,2000,0%,,0,,Concentration: (0-<=5)
53,Washington,2000,0%,,0,,Concentration: (>5)
53,Washington,2000,100%,,47,,Concentration: (not-detected)
53,Washington,2001,1%,,1,,Concentration: (0-<=5)
53,Washington,2001,0%,,0,,Concentration: (>5)
53,Washington,2001,99%,,67,,Concentration: (not-detected)
53,Washington,2002,1%,,7,,Concentration: (0-<=5)
53,Washington,2002,0%,,1,,Concentration: (>5)
53,Washington,2002,99%,,610,,Concentration: (not-detected)
53,Washington,2003,1%,,10,,Concentration: (0-<=5)
53,Washington,2003,0%,,1,,Concentration: (>5)
53,Washington,2003,99%,,"1,014",,Concentration: (not-detected)
53,Washington,2004,1%,,7,,Concentration: (0-<=5)
53,Washington,2004,0%,,1,,Concentration: (>5)
53,Washington,2004,99%,,707,,Concentration: (not-detected)
53,Washington,2005,1%,,7,,Concentration: (0-<=5)
53,Washington,2005,0%,,0,,Concentration: (>5)
53,Washington,2005,99%,,494,,Concentration: (not-detected)
53,Washington,2006,1%,,6,,Concentration: (0-<=5)
53,Washington,2006,0%,,0,,Concentration: (>5)
53,Washington,2006,100%,,"1,189",,Concentration: (not-detected)
53,Washington,2007,1%,,9,,Concentration: (0-<=5)
53,Washington,2007,0%,,0,,Concentration: (>5)
53,Washington,2007,99%,,830,,Concentration: (not-detected)
53,Washington,2008,2%,,7,,Concentration: (0-<=5)
53,Washington,2008,0%,,0,,Concentration: (>5)
53,Washington,2008,98%,,443,,Concentration: (not-detected)
53,Washington,2009,1%,,6,,Concentration: (0-<=5)
53,Washington,2009,0%,,0,,Concentration: (>5)
53,Washington,2009,99%,,679,,Concentration: (not-detected)
53,Washington,2010,1%,,7,,Concentration: (0-<=5)
53,Washington,2010,0%,,0,,Concentration: (>5)
53,Washington,2010,99%,,"1,077",,Concentration: (not-detected)
53,Washington,2011,1%,,4,,Concentration: (0-<=5)
